nombre,nombre_corto,rol,dialogo,num_debate
LEÓN KRAUZE,NA,Moderador,"En la sierra de Guerrero, ¿cómo?",2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"En la sierra de Guerrero que no se vean obligados a sembrar amapola, que puedan sembrar maíz y que se les pague bien…",2
LEÓN KRAUZE,NA,Moderador,Por sustitución de cultivo.,2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Claro y que se les pague bien ¿Sabes por qué siempre también la amapola? Porque no tienen para comer, me han dicho a mí, porque yo conozco todo el país y he estado allá, me han dicho `si me agarran voy a la cárcel y cuando menos tengo comida`. Nosotros tenemos que cambiar ya esta situación y atender a los pobres.",2
LEÓN KRAUZE,NA,Moderador,"Gracias candidato López Obrador.Candidato Meade me parece, su primera réplica.",2
JOSÉ ANTONIO MEADE,Meade,Candidato,"Es solamente para señalar algo que comentó Margarita en el debate anterior, que es bien importante. Esta tendencia que tiene Andrés Manuel de señalar a los pobres como responsables de la violencia, no tiene nada que ver con los datos, no tiene nada que ver con la gente que se esfuerza todos los días, no atiende las causas y este planteamiento, además, que hace, de sacar a los criminales de las cárceles para regresarlos a las comunidades a las que le hicieron daño, lisa y llanamente no tiene pies ni cabeza. Sería muy delicado para las familias de México.",2
LEÓN KRAUZE,NA,Moderador,"Candidato Rodríguez Calderón, primera réplica de dos, como siempre.",2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Sí Andrés, en la sierra de Guerrero no se siembra maíz, perdón, la sierra de Guerrero tiene unas condiciones extraordinarias, conozco la sierra de Guerrero, he trabajado en esa sierra y creo que no es nada más el tema de pobreza y un poquito no es estar en contra de lo que dijiste, sino un poco de asesorarte en ese sentido, que la parte más importante que tiene Guerrero es precisamente la impunidad de las autoridades.",2
LEÓN KRAUZE,NA,Moderador,Candidato Anaya.,2
RICARDO ANAYA,Anaya,Candidato,"Yo coincido en que hay que atender las causas y que lo que necesitamos es que, entre otras cosas, crezca la economía, haya prosperidad, pero propone una cantidad de disparates López Obrador. en dos de sus libros propone el construir, que haya un tren, una vía férrea de Salina Cruz a Coatzacoalcos, en el istmo de Tehuantepec, nada más que esa vía férrea ya existe, Andrés Manuel, o sea, si quieres ser presidente te tienes que actualizar.",2
LEÓN KRAUZE,NA,Moderador,¿Quiere utilizar su primera réplica?,2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Pues existe, existe desde la época de Porfirio Díaz, la hizo Pearson, un contratista inglés, pero se concesionó, está en el abandono. Yo estoy planteando unir a los países de Asia con la costa este de Estados Unidos, ser un corredor para la comercialización de productos y hacer una vía férrea para el traslado de contenedores de carga o un tren de carga.",2
LEÓN KRAUZE,NA,Moderador,"Gracias. Candidato Anaya, su segunda réplica.",2
RICARDO ANAYA,Anaya,Candidato,"De veras que es un disparate lo que está diciendo. La vía férrea ya existe, justamente el tren que hay ahí es de carga. Hoy solamente circula cada tres días, es decir, está subutilizado y tú pretendes construir otra vía férrea al lado, en sus dos libros propone el mismo disparate. Por supuesto que se requiere que haya infraestructura pero con un plan. Yo lo que propongo es un plan con 135 acciones, puertos, aeropuertos, carreteras, bien pensado, no las locuras de López Obrador.",2
LEÓN KRAUZE,NA,Moderador,¿Quiere responder? Segunda réplica.,2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Sí, sí, claro.",2
LEÓN KRAUZE,NA,Moderador,Adelante.,2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Anaya es un demagogo, canallita, no, estoy diciendo la verdad. Los dos, Anaya y Meade, pertenecen a la mafia del poder, los dos han llevado al país a esta situación de pobreza, de inseguridad y de violencia, les vamos a ganar a los dos en la próxima elección.",2
LEÓN KRAUZE,NA,Moderador,"Gracias, candidato. Yuriria, adelante.",2
YURIRIA SIERRA,NA,Moderador,": Candidato Anaya, hace unos momentos mi compañero Krauze le preguntaba al candidato López Obrador sobre la amapola y los opioides, dejemos la amapola, hablemos de la mariguana por lo menos. En Estados Unidos, porque está, este debate es México y el mundo, además se habla de comercio y se habla de seguridad y de temas que tienen que ver con la relación bilateral.En estados unidos nueve estados han ya legalizado la mariguana con fines recreativos, 29 con fines medicinales. Otros más se van a debatir en la elección de noviembre próximo.En Guerrero se siembra mariguana, en Durango, en Sonora y prácticamente ahí donde hay tierra en nuestro país, se siembra mariguana. Usted dice que se va a poner a debate la legalización, ¿no es hacer exactamente lo mismo y proponer exactamente lo mismo que propuso, y que hizo ya, Enfrique Peña Nieto?",2
RICARDO ANAYA,Anaya,Candidato,"No, por supuesto que yo no propongo lo mismo que Enrique Peña Nieto. Primero, Andrés Manuel, serénate, como dices tú, no te enojes. A ver, por supuesto que es un tema que se tiene que discutir, cruzando aquí en Tijuana, la frontera a California es legal y así en todos los estados hasta llegar a Washington Estate, en todo Canadá, es decir, desde aquí prácticamente hasta el polo Norte es legal.Por supuesto que es una pregunta pertinente, Yuriria, yo lo que creo es que tenemos que abrir un debate en el país.Para ser franco, no creo en lo absoluto que en este momento legalizar una droga vaya a resolver los problemas de violencia. Y déjame poner un tema sobre la mesa, porque aquí también hay que hablar de prevención.Estuve hace unos días en Ciudad Juárez y me decía una mamá, como muchas de los que están aquí reunidas, el papá trabaja, la mamá trabaja, ¿quién educa? La calle. Y por eso se vuelve fundamental poner todo el acento en la prevención y de manera muy específica en las escuelas de tiempo completo, que los niños se puedan quedar en la escuela a comer, a hacer la tarea, a practicar deporte, a aprender a tocar…",2
YURIRIA SIERRA,NA,Moderador,Candidato…,2
RICARDO ANAYA,Anaya,Candidato,"Terminó la idea y contesto. Aprender a tocar un instrumento musical y que después la familia puede estar atenta de ellos, particularmente la mamá, pero también el papá, porque educar a los hijos es…",2
YURIRIA SIERRA,NA,Moderador,"No me está contestando la pregunta, ¿quiere hacer exactamente lo mismo que Enrique Peña Nieto, poner a discusión para no tomar…?",2
RICARDO ANAYA,Anaya,Candidato,"De ninguna manera, lo he dicho con mucha claridad, Yuriria, abrir un debate sin prejuicios con criterios técnicos y encontrar la mejor solución.Te contesto con franqueza, yo no creo que en este momento legalizar una droga resuelva los problemas de violencia en nuestro país, ¿qué es lo que se tendría que revisar? Uno…",2
YURIRIA SIERRA,NA,Moderador,La respuesta no entonces. La respuesta es no.,2
RICARDO ANAYA,Anaya,Candidato,Las consecuencias en términos.,2
YURIRIA SIERRA,NA,Moderador,La respuesta no a la legalización de la mariguana.,2
RICARDO ANAYA,Anaya,Candidato,"Abrir la discusión con criterios técnicos y revisar impacto en salud pública y posible disminución de la violencia, éstos deben ser los dos criterios rectores de la discusión.",2
YURIRIA SIERRA,NA,Moderador,"Gracias, candidato.Replica, el candidato Meade, adelante.",2
JOSÉ ANTONIO MEADE,Meade,Candidato,"Muy rápidamente, sólo para decir que, y puntualizarle a Andrés Manuel, demagogo él y Ricardo, y dentro de las muchas cosas que ha dicho incorrectas, es compararnos, no somos iguales los que aquí estamos, el único que tiene una vida limpia de 20 años sin ningún escándalo, que puede explicar cómo vive, que puede acreditarlo viendo a los ojos, sus hijos y a los ciudadanos, soy yo. Entonces le pido respetuosamente a Andrés que no me meta en la misma canasta.",2
YURIRIA SIERRA,NA,Moderador,"Pues le queda una réplica candidato, ¿la quiere utilizar?, candidato Rodríguez Calderón, 30 segundos.",2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"No quiero ser repetitivo, pero creo que el tema de poder educar para poder resolver el problema de la adicción es algo que tenemos que hacer, y tenemos que potenciar la capacidad financiera para la educación de nuestras familias que permita que también tengamos esa interactuación. Qué tal si levantamos un inventario de todos aquellos que consumen droga, yo lo haría, para poder saber la gravedad exacta y poder tomar decisiones al respecto.",2
YURIRIA SIERRA,NA,Moderador,Gracias candidato Rodríguez Calderón. Pasemos al segundo segmento de este segundo bloque León.,2
LEÓN KRAUZE,NA,Moderador,"Es correcto, la discusión abierta la va a abrir Teresa Mercado, Teresa, es tu pregunta número dos, adelante de Teresa, muy importante pregunta.",2
ASISTENTE,NA,Público,"Gracias, es indignante la manera en que los migrantes que cruzan por México son tratados, remontando la matanza de San Fernando en Tamaulipas, el trato que reciben de las autoridades migratorias, también prácticamente y recientemente el… perdón, el trato a las autoridades migratorias, el viacrucis del viaje en la Bestia y recientemente el secuestro a manos del crimen organizado, Mi pregunta es la siguiente, ¿cómo piensan ayudar a los migrantes que cruzan México africanos con haitianos, centroamericanos, para nosotros entonces tener la solvencia moral y pedir un trato digno para los mexicanos que residen en los Estados Unidos?",2
LEÓN KRAUZE,NA,Moderador,"Gracias Teresa y antes de dar la palabra al candidato Rodríguez Calderón, yo quiero sumar algunos datos para poner en perspectiva el calibre de la crisis humanitaria a la que se refiere Teresa.De acuerdo con amnistía internacional, México deporta a más centroamericanos que Estados Unidos, 84% dijeron que no querían regresar a su país porque temían por su vida, de acuerdo con Médicos sin Frontera, dos terceras partes de los centroamericanos que pasan por México han sido víctimas de algún tipo de violencia; un tercio de las mujeres habían sido asaltada sexualmente en el camino en nuestro país, en nuestro país como un tercio. Ahora sí candidato Rodríguez Calderón, adelante.",2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Es, hay una parte importante que tenemos que poner en el contexto, tenemos que tratarlos bien, el término humano se ha ido perdiendo en los gobiernos, precisamente porque nacen de los tres partidos, ellos han provocado todos estos problemas que tiene México; si nosotros tenemos no solamente la vista hacia el norte, yo lo dije hace ratito, en una explicación, que tenemos que tener la vista hacia el sur, sí convertimos a Chiapas en el California que necesita México, su potencial es enorme, y podemos contener ahí la migración de manera humana, creando trabajo, empleo, y todo aquel que quiera cruzar México pueda hacerlo de manera digna, digna, que las autoridades no sean persecutorias, sino que sean autoridades que puedan entender y escuchar y mantener esa posibilidad del tránsito, finalmente van hacia Estados Unidos porque pagan dinero en el trabajo, porque tienen empleo, generemos empleo y condiciones mejores para…",2
LEÓN KRAUZE,NA,Moderador,Gracias candidato Anaya.,2
RICARDO ANAYA,Anaya,Candidato,"Yo creo que tienes toda la razón Teresa, nosotros no vamos a tener autoridad moral para exigirle a Estados Unidos que respete a nuestros migrantes si nosotros no respetamos a los hermanos centroamericanos que entran a nuestro país y hoy no lo estamos haciendo. Segundo, pongamos el ejemplo, cooperemos con los países de Centroamérica y demostremos que un peso invertido en cooperación, vale muchísimo más que un peso invertido en un absurdo muro como el que pretende construir Donald Trump.",2
LEÓN KRAUZE,NA,Moderador,Candidato Meade.,2
JOSÉ ANTONIO MEADE,Meade,Candidato,"Tenemos que hacer muchas cosas para enfrentar ese problema, los migrantes que vienen, incluyen niños no acompañados, incluyen niños que están viajando solos, niños y adolescentes que enfrentan esos abusos a los que se refiere León, tenemos que invertir primero en salud, tenemos que atenderlos a los migrantes de los principales retos que tienen.Cada vez que nos encontramos a un niño, un adolescente en los circuitos migratorios, los encontramos además en condición precaria de salud, empezamos un esfuerzo importante por acompañar la migración de la salud y acompañamos también ese esfuerzo sumando a las iglesias, y vale la pena aquí conocer el reto es tan grande, que el gobierno lo enfrentó haciendo equipo, tendríamos que seguirlo haciendo, las iglesias son grandes socios de este esfuerzo y nos pueden ayudar mucho enfrentar la crisis.",2
LEÓN KRAUZE,NA,Moderador,Candidato López Obrador.,2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Yo considero que nos va a tocar a nosotros llevar a cabo la negociación del Tratado, y vamos a incluir no solo lo comercial y mejorar los salarios, vamos a hacer una propuesta al Gobierno de Estados Unidos para que podamos firmar algo parecido a una alianza por el progreso, que incluya a Canadá, Estados Unidos a México y a los países centroamericanos, que haya proyectos en Centroamérica, en México para el desarrollo, que haya trabajo, que haya bienestar y así se va a conseguir la paz, es un planteamiento integral pero que va al fondo, no nada más es el comercio, lo más importante es la vida, lo que hacen los migrantes, salir a buscarse la vida y que tienen que tener protección.",2
LEÓN KRAUZE,NA,Moderador,"Es curioso candidatos, pero el Presidente Trump elogia a México solamente en una cosa, elogia nuestras leyes migratorias, le gustan mucho porque para él y para el general John Kelly en su momento la frontera sur debería ser la primera línea de defensa de América del Norte y eso le gusta mucho a Trump, porque en efecto, hemos casi militarizado la frontera sur, yo les pregunto por la misma línea de la pregunta de Teresa, la frontera sur debe ser la primera línea de defensa de Norteamérica o un punto de ingreso para refugiados, candidato Anaya.",2
RICARDO ANAYA,Anaya,Candidato,"Primero quien viene huyendo de la guerra de un desastre natural debe ser recibido con los brazos abiertos, yo quiero hacerle un reconocimiento al pueblo de Tijuana, porque los haitianos que llegaron aquí viniendo del país más pobre de América Latina de un desastre natural han sido recibido como Estados Unidos, como Donald Trump no quiere recibir a los mexicanos, a mí se me pone la piel chinita cuando veo los matrimonios colectivos, cuando veo que se han integrado a la sociedad, cuando veo que están formando familias con los mexicanos, que están trabajando con honradez, que están trabajando con lealtad a un país que les abrió las puertas, ese es el México que yo quiero, un México generoso, un México que abre los brazos a los hermanos que vienen sufriendo y que vienen huyendo y cuando lo hagamos vamos a tener autoridad moral para exigir que Estados Unidos haga lo mismo.",2
LEÓN KRAUZE,NA,Moderador,"Candidato Meade, los haitianos son una cosa, los centroamericanos son otra en número y desgraciadamente en circunstancias.",2
JOSÉ ANTONIO MEADE,Meade,Candidato,"Guatemala, Honduras y El Salvador, cada uno de ellos por razones diferentes, expulsores de migrantes, Guatemala buscando mejores oportunidades, Honduras y El Salvador escapando de la violencia, pero muchos de ellos lo que quieren es hacer vida en frontera, lo que quieren no es cruzar a los Estados Unidos, lo que quieren es aprovechar nexos culturales, de turismo, comerciales, de inversión en la frontera sur.Si nosotros logramos cambiarle el rostro a la frontera sur, si logramos bajar gas, podemos convertir ahí la frontera sur y Centroamérica en la siguiente gran historia de desarrollo del mundo, y por esa vía potenciar relaciones que existen de tiempo atrás que predatan incluso la frontera, y darle a los centroamericanos y a México un mejor espacio de dignidad en nuestras fronteras que hoy coexisten pacíficamente y que son en beneficio de la prosperidad compartida.",2
LEÓN KRAUZE,NA,Moderador,Candidato López Obrador.,2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Si yo este, anuncio que vamos nosotros a establecer aquí en Tijuana el Instituto Nacional de Migración, esto tiene toda una justificación, los vecinos del norte, del gobierno de Estados Unidos quisieran que nosotros les continuáramos haciendo el trabajo sucio y que se detuviese a los migrantes centroamericanos que van a buscarse la vida al norte, que vienen a buscarse la vida al norte, que huyen por violencia y por miseria entonces el próximo gobierno democrático de México ha decidido que esa institución, el Instituto de Migración esté aquí en Tijuana.",2
LEÓN KRAUZE,NA,Moderador,Candidato Rodríguez Calderón.,2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"La parte del tránsito y del tráfico que hablábamos ahorita se puede contener, pero sin la agresión, sin la posibilidad del respeto al derecho de las personas a poder transitar, hoy ya no existen fronteras, hoy se pueden hacer muchas cosas si empezamos a trabajar en esta relación que se tiene que hacer no solamente con los gobiernos sino también con las personas.El sureste del país expulsa a un gran número de personas al norte, a Nuevo León, a Tamaulipas, a Coahuila, a Tijuana, a Sonora.Nosotros podemos contener en el sureste del país toda esa gente entregándoles empleo y buenas condiciones, e infraestructura. Pero por culpa de los partidos políticos no se ha hecho, porque han gobernador esos estados, todos los partidos políticos, se tienen que trabajar en eso, en la condición de empleo, de mejora de condiciones para esa gente.",2
LEÓN KRAUZE,NA,Moderador,"El trámite para ofrecer asilo, candidato Anaya, es muy complicado en México, pero muy complicado, ¿consideraría usted cambiar el sistema, agilizar el sistema para que México reciba más migrantes centroamericanos?",2
RICARDO ANAYA,Anaya,Candidato,"Sí, por supuesto que sí, tendamos una ley elemental, tratemos al prójimo como queremos ser tratados. Nosotros queremos que Estados Unidos trata de manera digna a nuestros migrantes, reclamamos cuando por ejemplo, estos haitianos están solicitando el asilo y no se los quieren dar, pero las leyes mexicanas son verdaderamente rígidas en esta materia. Dos propuestas muy concretas, primero, cooperación con Centroamérica, señaladamente con esos tres países, que son fundamentalmente los expulsores hacia nuestro territorio nacional, y segundo, tengamos exactamente las leyes que nosotros esperamos que nuestros vecinos tengan en cuanto tienen que ver con refugiados y con inmigrantes.",2
LEÓN KRAUZE,NA,Moderador,"Candidato Meade, ¿quiere sumar?",2
JOSÉ ANTONIO MEADE,Meade,Candidato,"Efectivamente, si mejoramos nuestras leyes y mejoramos nuestros trámites, podemos darles una mejor atención y mejor servicio, pero acá hay un tema adicional, mucha de esa migración tiene implícito también delincuencia organizada, mucha de esa migración implica lavado de dinero, implica trata, implica abusos, implica vulnerar también nuestra propia seguridad. Por eso tenemos que encontrar un buen equilibrio entre el migrante que viene aquí de buena fe, de buena voluntad, buscando establecer y oportunidad, el migrante que viene violentando nuestra propia seguridad y el migrante que alienta a bandas delincuenciales que nos hacen víctima de trata. Yo creo que tenemos que entender cada fenómeno por sí mismo.",2
LEÓN KRAUZE,NA,Moderador,Gracias. Candidato López Obrador.,2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Insisto en que debe darse un tratamiento de cooperación para el desarrollo, que tenemos que hacer este acuerdo amplio, convencer al gobierno de Estados Unidos, vuelvo a hacer referencia a la alianza para el progreso, creo que fue un buen mecanismo, tenemos que ponernos de acuerdo todos los gobiernos de América del Norte y América Central con este propósito de resolver de fondo el problema.",2
LEÓN KRAUZE,NA,Moderador,"Gracias, gracias. Candidato Rodríguez Calderón, quiere ir cerrando el bloque, 30 segundos tiene usted.",2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Si, presupuestalmente creo que México tiene que considerar mucho. Los migrantes mexicanos envían a México más de 580 mil millones de pesos más o menos, y le dedicamos a la frontera norte alrededor de mil millones de pesos en el tema de fondo de la frontera. Y muy poco dinero a la condición de la frontera sur, hay que modificar presupuestalmente eso, utilizando evidentemente mucho de lo que hoy desperdiciamos en el asistencialismo que solamente provoca más pobreza.",2
LEÓN KRAUZE,NA,Moderador,"Candidato Anaya, por favor.",2
JOSÉ ANTONIO MEADE,Meade,Candidato,"Solamente apuntar un tema para mayor reflexión, nos quedó pendiente yo creo en este bloque un tema muy relevante, que es lavado de dinero y que también impacta en inseguridad, tema que Ricardo conoce bien del otro lado de la ecuación, un tema que Andrés Manuel conoce bien, porque sigue sin podernos transparentar cómo ha vivido.",2
LEÓN KRAUZE,NA,Moderador,"Muy bien, Yuriria, adelante.",2
YURIRIA SIERRA,NA,Moderador,"Pues cambiemos ahora, otra vez, cambiando de tema, pero no en realidad, porque vamos a seguir hablando de migrantes. Éste es el bloque tres, los derechos de migrantes, les recuerdo que este primer segmento abrirá con una pregunta de nuestro público participativo, ustedes tendrán hasta el minuto para responder, por supuesto que ya conocen las reglas, que es igual a las anteriores.Gerardo Osuna, tu pregunta dos.",2
ASISTENTE,NA,Público,"Buenas noches a todos los mexicanos que nos escuchan en México y a todos los mexicanos que nos escuchan en el extranjero. La pregunta para los tres, candidatos, es la siguiente: México es un exportador de inmigrantes a Estados Unidos principalmente, en su mayoría jóvenes, defendemos el TLC y defendemos la soberanía del país, sin embargo, existe frialdad y falta de acciones efectivas concretas en torno a la defensa del migrante extranjero. Ok, la pregunta es, ¿qué dice el plan de acción de ustedes, candidatos, acerca de cómo defender los derechos primordiales de los migrantes en los países en donde haya mexicanos?",2
YURIRIA SIERRA,NA,Moderador,"Candidato Rodríguez Calderón, usted abre este bloque.",2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"La verdad es que no se ha hecho nada. En nuestro plan de acción está muy concreta la situación, hemos dedicado muy poco dinero a eso, los migrantes nos mandan mucho dinero. En Estados Unidos hay alrededor de…más de 30 millones de gentes con origen mexicano que envían 580 mil millones de pesos. Lo que yo pretendo es dedicarle el 5% de esos 580 mil millones de pesos para la defensa completa del migrante en cierta medida, no solamente cuando se viene, sino también en una condición de cómo están sus familias acá. Los migrantes nos dan más dinero que cualquier estado de la República en el Producto Interno Bruto. Entonces, esa parte de la reinversión, de la coinversión tiene que crecer para que el migrante tenga a su familia acá también en muy buenas condiciones. Y esa es una parte que debemos de hacer y está en nuestro plan de acción que nosotros presentamos ante el instituto electoral.",2
YURIRIA SIERRA,NA,Moderador,"Gracias, candidato Rodríguez Calderón. Su turno, candidato Meade.",2
JOSÉ ANTONIO MEADE,Meade,Candidato,"Tenemos que trabajar en las dos direcciones, en las comunidades de origen y tenemos que trabajar en la defensa del migrante fuera. En las comunidades de origen, cada año que le ganemos nosotros al joven en la escuela, es un año más en beneficio de ese joven y del país. Cada vez que logramos que un joven consiga un empleo aquí, ese primer empleo le puede cambiar su destino y puede cambiar también el rostro de esa comunidad de origen. Si nosotros nos concentramos, aquí en México, en que los jóvenes terminen la Preparatoria, en que los jóvenes tengan apoyo para ese primer empleo, en que trabajemos en la comunidad de origen, vamos a ver menos jóvenes buscando oportunidades fuera y más jóvenes transformando su país. Y una vez migrando, lo que tenemos que hacer es trabajar con cada una porque cada uno de los estados los trata distinto. En algunos casos, tenemos casi esclavitud en el migrante mexicano. Y en otros hemos logrado avances importantes, tenemos también que cerrar esa brecha, entre el mexicano que hoy es tratado como esclavo y que necesita nuestra defensa y que tiene mejores alternativas.",2
YURIRIA SIERRA,NA,Moderador,"Tiempo, candidato. Gracias, candidato Meade.",2
LEÓN KRAUZE,NA,Moderador,"Candidato Anaya, Gerardo quiere saber cómo defender los derechos de los migrantes mexicanos en los países donde se encuentren.",2
RICARDO ANAYA,Anaya,Candidato,"Tocas un tema fundamental, Gerardo. Lo que está pasando particularmente en Estados Unidos, que es donde están la mayoría de nuestros migrantes, es inaceptable. No solamente han aumentado 40% las deportaciones en lo que va de este año, sino que cambió el perfil. Ahora ya no sólo están deportando al que acababa de cruzar, están deportando personas que llevaban allá 20, 30, 40 años. Acabo de estar en el albergue de Santa María la Ribera, con Ana Laura, absolutamente destrozada. La deportaron recientemente, se quedaron allá sus dos hijos, uno de 14, uno de 16, está condenada a 20 años a no poder regresar. No le permitieron ni siquiera hacer una llamada al Consulado, llegó aquí esposada de pies y manos y lo que le dieron fue este costal para que metiera sus pertenencias. Cuando yo veo esto que está pasando con nuestros migrantes, digo, ¡carajo, dónde está el Gobierno Mexicano! Yo sí voy a estar del lado de los migrantes y lo voy a explicar con claridad.",2
LEÓN KRAUZE,NA,Moderador,"Gracias, candidato.",2
YURIRIA SIERRA,NA,Moderador,"Su turno, candidato López Obrador.",2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Pues yo propongo tres cosas. Lo primero, insisto, en acabar con la corrupción. Miren, se ofenden porque digo que son lo mismo. Los dos se pusieron de acuerdo para aprobar que se le entregara a una fundación, `Juntos Podemos`, de Josefina Vázquez Mota, mil millones de pesos. Él era canciller y él también era dirigente de lo que yo llamo el PRIAN, mil millones de pesos a Josefina Vázquez Mota. Por eso no se atiende a los migrantes, se roban el dinero. Propongo que los 50 consulados que tiene México en Estados Unidos se conviertan en una especie de procuradurías para la defensa del migrante. Y tercero, anuncio aquí que he invitado para que la próxima Embajadora de México en la ONU sea Alicia Bárcenas para defender los derechos….",2
LEÓN KRAUZE,NA,Moderador,"Gracias, gracias, gracias, candidato. Candidato Anaya, parte de la intención de este debate es escuchar también a los millones de mexicanos que no pueden estar aquí con nosotros porque son indocumentados en Estados Unidos. Está tan de moda tener apoyos visuales que pensamos que los moderadores también deberíamos de tener uno. Permítame presentarle a Antonio Alarcón. Antonio nació en Veracruz y a los 10 años emigró a Nueva York, allá construyó una vida, tanto así que decidió quedarse aunque sus padres optaron por volver a México. Antonio lucha por una Reforma migratoria, se va a graduar del Queens College de la Universidad de Nueva York con una licenciatura en cine. Como Antonio hay otros 540 mil jóvenes conocidos como soñadores o `dreamers`, que han vivido en Estados Unidos toda su vida. Amigos, amores, trabajo, estudios, todo haya. El número de jóvenes indocumentados es muy superior a los 540 mil. La gran mayoría quiere ayuda para quedarse en Estados Unidos, porque allá han construido una vida. Esta pregunta no es mía, es de Antonio: ¿qué se compromete a hacer usted por los `dreamers` mexicanos que luchan a diario para cumplir sus metas y ser reconocidos en un país, no este, el de allá, que no los acepta?",2
RICARDO ANAYA,Anaya,Candidato,"Absolutamente todo. Estamos hablando de personas que fueron llevadas a Estados Unidos cuando eran apenas niños, por cierto, tienes un libro extraordinario que recoge historias maravillosas, la mesa, te felicito, León, que llegaron a Estados Unidos de niños, de bebés en muchos de los casos, allá hicieron toda su vida y el presidente Obama, en un acto humanitario, propuso una iniciativa justamente para que no pudieran ser sujetos de deportación y ahora Donald Trump amenaza con deportarlos si no ocurre lo que él quiere en términos de la relación bilateral…",2
LEÓN KRAUZE,NA,Moderador,¿Pero cómo pasar de la protección al empoderamiento de estos jóvenes en la práctica?,2
RICARDO ANAYA,Anaya,Candidato,"Explicaba yo con claridad, León, que lo que tenemos que hacer con Estados Unidos son dos cosas: uno, poner todo sobre la mesa en la negociación bilateral, porque si negociamos tema por tema siempre tendrán más fuerza en la negociación y segundo, acudir a los organismos multilaterales porque efectivamente, cuando la negociación es estrictamente bilateral su economía es más grande, su población es más grande, y será difícil que logremos todos los acuerdos que queremos…",2
LEÓN KRAUZE,NA,Moderador,"¿Y con los republicanos se puede hacer algo, candidato, con los republicanos?",2
RICARDO ANAYA,Anaya,Candidato,"Déjame terminar la idea, este es el tipo de temas, León, que hay que llevar a los organismos multilaterales, señaladamente a la Comisión Interamericana de Derechos Humanos…",2
LEÓN KRAUZE,NA,Moderador,"No le importa mucho a Jeff Sessions, fiscal general, tampoco a Trump le interesan mucho los organismos multilaterales…",2
RICARDO ANAYA,Anaya,Candidato,"Porque no lo hemos hecho como México históricamente lo sabía hacer. Por supuesto que tienen potencia y tienen fuerza los organismos multilaterales, y déjame decir algo, así como hay historias de enorme tragedia, hay historias de éxito, de triunfo. Estuve antier con José Hernández, de niño le ayudaba a su papá en la pizca en el campo, se convirtió en astronauta y hoy es un mexicano que está orgulloso de su país, que vive en los Estados Unidos, queremos que haya muchos más como José Hernández y eso lo vamos a lograr defendiendo el interés nacional y estando de su lado.",2
LEÓN KRAUZE,NA,Moderador,Gracias candidato. Candidato Meade.,2
JOSÉ ANTONIO MEADE,Meade,Candidato,"Solamente para hacer una aclaración a Ricardo. Ciertamente la instancia multilateral ayuda, pero el trabajo que hay que hacer con los migrantes es exactamente al revés, el trabajo de los migrantes tienen mucho que ver con lo que logramos con los alcaldes y con los gobernadores, para un migrante la diferencia entre ser deportado o no puede ser una licencia de manejar, para un inmigrante la diferencia entre que su hijo tenga oportunidades o no puede ser que pueda pagar la colegiatura que pagan los residentes. Para un migrante la diferencia entre poder hacer vida o no es el ejercicio de su profesión. Todo eso se logró cuando fui canciller.",2
LEÓN KRAUZE,NA,Moderador,Gracias candidato.,2
YURIRIA SIERRA,NA,Moderador,"Candidato Meade, justamente, usted fue canciller y además por eso está contestando con esos reflejos ahorita a estas preguntas. El gobierno actual tuvo los mismos reflejos en el momento en que todos los connacionales que se encuentran del otro lado empezaron a sufrir todo el acoso del que han sido víctimas desde la llegada de Donald Trump a la Presidencia.",2
JOSÉ ANTONIO MEADE,Meade,Candidato,"Empezaron a ser víctimas mucho antes, empezaron a ser víctimas del acoso, y son millones de historias, desde la administración del presidente Obama, la mayor parte de las deportaciones que hemos tenido en nuestra historia se dio en esa administración. Efectivamente, los migrantes hicieron un gran trabajo para lograr que se aprobaran estas dos medidas, la de los `dreamers` y la del (INAUDIBLE), la hicieron trabajando también con nosotros, y nosotros junto con ellos diseñando una estrategia que nos permitió esos 530 mil jóvenes que dice León, los que refiere, se registraron con nuestro apoyo consular, haciendo un trabajo compartido.",2
YURIRIA SIERRA,NA,Moderador,"Sí, candidato, pero usted tendrá ahorita ya clara la diferencia de las deportaciones en la época de Obama y las de la época de Trump. Es decir, las de Obama eran fronterizas, eran deportaciones de frontera.",2
